priority_phase,nav_title,assigned_writer,Column 4,work_type,proposed_section,current_path,proposed_path,annotation,redirect_needed,pr_branch,notes
NONE (unchanged),Upload an HTML email template,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/templates/html_email_template.md,_docs/_user_guide/message_building_by_channel/email/templates/html_email_template.md,,no,,
NONE (unchanged),Link aliasing,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/templates/link_aliasing.md,_docs/_user_guide/message_building_by_channel/email/templates/link_aliasing.md,,no,,
NONE (unchanged),Link templates,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/templates/link_template.md,_docs/_user_guide/message_building_by_channel/email/templates/link_template.md,,no,,
NONE (unchanged),Testing,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/testing.md,_docs/_user_guide/message_building_by_channel/email/testing.md,,no,,
NONE (unchanged),Transactional email campaigns,,Not started,none,,_docs/_user_guide/message_building_by_channel/email/transactional_message_api_campaign.md,_docs/_user_guide/message_building_by_channel/email/transactional_message_api_campaign.md,,no,,
NONE (unchanged),In-app messages,,Not started,none,,_docs/_user_guide/message_building_by_channel/in-app_messages.md,_docs/_user_guide/message_building_by_channel/in-app_messages.md,,no,,
NONE (unchanged),Know before you send,,Not started,none,,_docs/_user_guide/message_building_by_channel/in-app_messages/best_practices/know_before_send.md,_docs/_user_guide/message_building_by_channel/in-app_messages/best_practices/know_before_send.md,,no,,
NONE (unchanged),Prep guide,,Not started,none,,_docs/_user_guide/message_building_by_channel/in-app_messages/best_practices/prep_guide.md,_docs/_user_guide/message_building_by_channel/in-app_messages/best_practices/prep_guide.md,,no,,
NONE (unchanged),Creative details,,Not started,none,,_docs/_user_guide/message_building_by_channel/in-app_messages/creative_details.md,_docs/_user_guide/message_building_by_channel/in-app_messages/creative_details.md,,no,,
NONE (unchanged),Drag-and-drop editor,,Not started,none,,_docs/_user_guide/message_building_by_channel/in-app_messages/drag_and_drop.md,_docs/_user_guide/message_building_by_channel/in-app_messages/drag_and_drop.md,,no,,
NONE (unchanged),Editor blocks,,Not started,none,,_docs/_user_guide/message_building_by_channel/in-app_messages/drag_and_drop/editor_blocks.md,_docs/_user_guide/message_building_by_channel/in-app_messages/drag_and_drop/editor_blocks.md,,no,,
NONE (unchanged),In-app rating prompt for iOS,,Not started,none,,_docs/_user_guide/message_building_by_channel/in-app_messages/ios_app_rating_prompt.md,_docs/_user_guide/message_building_by_channel/in-app_messages/ios_app_rating_prompt.md,,no,,
NONE (unchanged),Testing,,Not started,none,,_docs/_user_guide/message_building_by_channel/in-app_messages/testing.md,_docs/_user_guide/message_building_by_channel/in-app_messages/testing.md,,no,,
NONE (unchanged),Traditional editor,,Not started,none,,_docs/_user_guide/message_building_by_channel/in-app_messages/traditional.md,_docs/_user_guide/message_building_by_channel/in-app_messages/traditional.md,,no,,
NONE (unchanged),Create an in-app message,,Not started,none,,_docs/_user_guide/message_building_by_channel/in-app_messages/traditional/create.md,_docs/_user_guide/message_building_by_channel/in-app_messages/traditional/create.md,,no,,
NONE (unchanged),HTML in-app messages,,Not started,none,,_docs/_user_guide/message_building_by_channel/in-app_messages/traditional/customize/html_in-app_messages.md,_docs/_user_guide/message_building_by_channel/in-app_messages/traditional/customize/html_in-app_messages.md,,no,,
NONE (unchanged),LINE click tracking,,Not started,none,,_docs/_user_guide/message_building_by_channel/line/create/line_click_tracking.md,_docs/_user_guide/message_building_by_channel/line/create/line_click_tracking.md,,no,,
NONE (unchanged),Message types,,Not started,none,,_docs/_user_guide/message_building_by_channel/line/create/message_types.md,_docs/_user_guide/message_building_by_channel/line/create/message_types.md,,no,,
NONE (unchanged),LINE users,,Not started,none,,_docs/_user_guide/message_building_by_channel/line/line_users.md,_docs/_user_guide/message_building_by_channel/line/line_users.md,,no,,
NONE (unchanged),Messaging users,,Not started,none,,_docs/_user_guide/message_building_by_channel/line/messaging_users.md,_docs/_user_guide/message_building_by_channel/line/messaging_users.md,,no,,
NONE (unchanged),Testing,,Not started,none,,_docs/_user_guide/message_building_by_channel/line/testing.md,_docs/_user_guide/message_building_by_channel/line/testing.md,,no,,
NONE (unchanged),Advanced push options,,Not started,none,,_docs/_user_guide/message_building_by_channel/push/advanced_push_options.md,_docs/_user_guide/message_building_by_channel/push/advanced_push_options.md,,no,,
NONE (unchanged),Android options,,Not started,none,,_docs/_user_guide/message_building_by_channel/push/android.md,_docs/_user_guide/message_building_by_channel/push/android.md,,no,,
NONE (unchanged),Deliverability for Chinese Android devices,,Not started,none,,_docs/_user_guide/message_building_by_channel/push/best_practices/chinese_push_deliverability.md,_docs/_user_guide/message_building_by_channel/push/best_practices/chinese_push_deliverability.md,,no,,
NONE (unchanged),Know before you send,,Not started,none,,_docs/_user_guide/message_building_by_channel/push/best_practices/know_before_send.md,_docs/_user_guide/message_building_by_channel/push/best_practices/know_before_send.md,,no,,
NONE (unchanged),Push primer in-app messages,,Not started,none,,_docs/_user_guide/message_building_by_channel/push/best_practices/push_primer_messages.md,_docs/_user_guide/message_building_by_channel/push/best_practices/push_primer_messages.md,,no,,
NONE (unchanged),iOS options,,Not started,none,,_docs/_user_guide/message_building_by_channel/push/ios.md,_docs/_user_guide/message_building_by_channel/push/ios.md,,no,,
NONE (unchanged),Common push error messages,,Not started,none,,_docs/_user_guide/message_building_by_channel/push/push_error_codes.md,_docs/_user_guide/message_building_by_channel/push/push_error_codes.md,,no,,
NONE (unchanged),Push registration,,Not started,none,,_docs/_user_guide/message_building_by_channel/push/push_registration.md,_docs/_user_guide/message_building_by_channel/push/push_registration.md,,no,,
NONE (unchanged),Testing,,Not started,none,,_docs/_user_guide/message_building_by_channel/push/testing.md,_docs/_user_guide/message_building_by_channel/push/testing.md,,no,,
NONE (unchanged),Types of push notifications,,Not started,none,,_docs/_user_guide/message_building_by_channel/push/types.md,_docs/_user_guide/message_building_by_channel/push/types.md,,no,,
NONE (unchanged),Push enablement and subscription,,Not started,none,,_docs/_user_guide/message_building_by_channel/push/users_and_subscriptions.md,_docs/_user_guide/message_building_by_channel/push/users_and_subscriptions.md,,no,,
NONE (unchanged),Best practices,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/best_practices.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/best_practices.md,,no,,
NONE (unchanged),Know before you send,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/best_practices/know_before_send.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/best_practices/know_before_send.md,,no,,
NONE (unchanged),Collecting user opt-ins,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/best_practices/opt-ins.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/best_practices/opt-ins.md,,no,,
NONE (unchanged),Geographic permissions,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/geographic_permissions.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/geographic_permissions.md,,no,,
NONE (unchanged),Double opt-in,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/keywords/double_opt_in.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/keywords/double_opt_in.md,,no,,
NONE (unchanged),Fuzzy opt-out,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/keywords/fuzzy_opt_out.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/keywords/fuzzy_opt_out.md,,no,,
NONE (unchanged),Custom keyword handling,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/keywords/keyword_handling.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/keywords/keyword_handling.md,,no,,
NONE (unchanged),Opt-in & opt-out keywords,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/keywords/optin_optout.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/keywords/optin_optout.md,,no,,
NONE (unchanged),Handle unknown phone numbers,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/keywords/unknown_phone_numbers.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/keywords/unknown_phone_numbers.md,,no,,
NONE (unchanged),Laws & regulations,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/laws_and_regulations.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/laws_and_regulations.md,,no,,
NONE (unchanged),Self-serve custom domains,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/link_shortening/custom_domains.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/link_shortening/custom_domains.md,,no,,
NONE (unchanged),MMS,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/mms.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/mms.md,,no,,
NONE (unchanged),Contact cards,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/mms/contact_card.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/mms/contact_card.md,,no,,
NONE (unchanged),Create an MMS campaign,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/mms/create.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/mms/create.md,,no,,
NONE (unchanged),MMS short and long codes,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/mms/mms_short_long_codes.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/mms/mms_short_long_codes.md,,no,,
NONE (unchanged),Phone number capture,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/phone_numbers_capture.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/phone_numbers_capture.md,,no,,
NONE (unchanged),RCS,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/rcs.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/rcs.md,,no,,
NONE (unchanged),RCS setup,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/rcs/rcs_setup.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/rcs/rcs_setup.md,,no,,
NONE (unchanged),SMS and RCS senders,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/short_and_long_codes.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/short_and_long_codes.md,,no,,
NONE (unchanged),SMS,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/sms.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/sms.md,,no,,
NONE (unchanged),Create an SMS message,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/sms/create.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/sms/create.md,,no,,
NONE (unchanged),FAQ,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/sms/faqs.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/sms/faqs.md,,no,,
NONE (unchanged),Send SMS messages,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/sms/sms_setup/sms_sending.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/sms/sms_setup/sms_sending.md,,no,,
NONE (unchanged),Terms to know,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/sms/sms_setup/terms.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/sms/sms_setup/terms.md,,no,,
NONE (unchanged),Testing,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/testing.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/testing.md,,no,,
NONE (unchanged),User phone numbers,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/user_phone_numbers.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/user_phone_numbers.md,,no,,
NONE (unchanged),A2P 10DLC,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/user_phone_numbers/10dlc.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/user_phone_numbers/10dlc.md,,no,,
NONE (unchanged),10DLC application,,Not started,none,,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/user_phone_numbers/10dlc/10dlc_application.md,_docs/_user_guide/message_building_by_channel/sms_mms_rcs/user_phone_numbers/10dlc/10dlc_application.md,,no,,
NONE (unchanged),Lead scoring,,Not started,none,,_docs/_user_guide/message_building_by_channel/webhooks/lead_scoring.md,_docs/_user_guide/message_building_by_channel/webhooks/lead_scoring.md,,no,,
NONE (unchanged),Testing,,Not started,none,,_docs/_user_guide/message_building_by_channel/webhooks/testing.md,_docs/_user_guide/message_building_by_channel/webhooks/testing.md,,no,,
NONE (unchanged),Create a webhook template,,Not started,none,,_docs/_user_guide/message_building_by_channel/webhooks/webhook_template.md,_docs/_user_guide/message_building_by_channel/webhooks/webhook_template.md,,no,,
NONE (unchanged),BYO WhatsApp connector,,Not started,none,,_docs/_user_guide/message_building_by_channel/whatsapp/overview/byo_connector.md,_docs/_user_guide/message_building_by_channel/whatsapp/overview/byo_connector.md,,no,,
NONE (unchanged),Phone number acquisition,,Not started,none,,_docs/_user_guide/message_building_by_channel/whatsapp/overview/phone_number_acquisition.md,_docs/_user_guide/message_building_by_channel/whatsapp/overview/phone_number_acquisition.md,,no,,
NONE (unchanged),Testing,,Not started,none,,_docs/_user_guide/message_building_by_channel/whatsapp/testing.md,_docs/_user_guide/message_building_by_channel/whatsapp/testing.md,,no,,
NONE (unchanged),WhatsApp campaign,,Not started,none,,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign.md,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign.md,,no,,
NONE (unchanged),Message usage dashboard,,Not started,none,,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign_analytics/message_usage.md,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_campaign_analytics/message_usage.md,,no,,
NONE (unchanged),WhatsApp use cases,,Not started,none,,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_use_cases.md,_docs/_user_guide/message_building_by_channel/whatsapp/whatsapp_use_cases.md,,no,,
NONE (unchanged),Onboarding Faq,,Not started,none,,_docs/_user_guide/onboarding_faq.md,_docs/_user_guide/onboarding_faq.md,,no,,
NONE (unchanged),Personalization & dynamic content,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content.md,_docs/_user_guide/personalization_and_dynamic_content.md,,no,,
NONE (unchanged),Connected Content,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/connected_content.md,_docs/_user_guide/personalization_and_dynamic_content/connected_content.md,,no,,
NONE (unchanged),Aborting Connected Content,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/connected_content/aborting_connected_content.md,_docs/_user_guide/personalization_and_dynamic_content/connected_content/aborting_connected_content.md,,no,,
NONE (unchanged),Caching responses,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/connected_content/caching_responses.md,_docs/_user_guide/personalization_and_dynamic_content/connected_content/caching_responses.md,,no,,
NONE (unchanged),Connected Content retries,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/connected_content/connected_content_retries.md,_docs/_user_guide/personalization_and_dynamic_content/connected_content/connected_content_retries.md,,no,,
NONE (unchanged),Local Connected Content variables,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/connected_content/local_connected_content_variables.md,_docs/_user_guide/personalization_and_dynamic_content/connected_content/local_connected_content_variables.md,,no,,
NONE (unchanged),Using public APIs,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/connected_content/public_apis.md,_docs/_user_guide/personalization_and_dynamic_content/connected_content/public_apis.md,,no,,
NONE (unchanged),Pulling user profile data,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/connected_content/user_profile_fields_connected_content.md,_docs/_user_guide/personalization_and_dynamic_content/connected_content/user_profile_fields_connected_content.md,,no,,
NONE (unchanged),Deep linking to in-app content,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/deep_linking_to_in-app_content.md,_docs/_user_guide/personalization_and_dynamic_content/deep_linking_to_in-app_content.md,,no,,
NONE (unchanged),Liquid,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/liquid.md,_docs/_user_guide/personalization_and_dynamic_content/liquid.md,,no,,
NONE (unchanged),Aborting messages,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/liquid/aborting_messages.md,_docs/_user_guide/personalization_and_dynamic_content/liquid/aborting_messages.md,,no,,
NONE (unchanged),Advanced filters,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/liquid/advanced_filters.md,_docs/_user_guide/personalization_and_dynamic_content/liquid/advanced_filters.md,,no,,
NONE (unchanged),Message extras tag,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/liquid/advanced_filters/message_extras.md,_docs/_user_guide/personalization_and_dynamic_content/liquid/advanced_filters/message_extras.md,,no,,
NONE (unchanged),Conditional messaging logic,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/liquid/conditional_logic.md,_docs/_user_guide/personalization_and_dynamic_content/liquid/conditional_logic.md,,no,,
NONE (unchanged),FAQ,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/liquid/faq.md,_docs/_user_guide/personalization_and_dynamic_content/liquid/faq.md,,no,,
NONE (unchanged),Filters,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/liquid/filters.md,_docs/_user_guide/personalization_and_dynamic_content/liquid/filters.md,,no,,
NONE (unchanged),Liquid use case library,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/liquid/liquid_use_cases.md,_docs/_user_guide/personalization_and_dynamic_content/liquid/liquid_use_cases.md,,no,,
NONE (unchanged),Operators,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/liquid/operators.md,_docs/_user_guide/personalization_and_dynamic_content/liquid/operators.md,,no,,
NONE (unchanged),Set default values,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/liquid/setting_default_values.md,_docs/_user_guide/personalization_and_dynamic_content/liquid/setting_default_values.md,,no,,
NONE (unchanged),Supported personalization tags,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/liquid/supported_personalization_tags.md,_docs/_user_guide/personalization_and_dynamic_content/liquid/supported_personalization_tags.md,,no,,
NONE (unchanged),Tutorials,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/liquid/tutorials.md,_docs/_user_guide/personalization_and_dynamic_content/liquid/tutorials.md,,no,,
NONE (unchanged),Using Liquid,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/liquid/using_liquid.md,_docs/_user_guide/personalization_and_dynamic_content/liquid/using_liquid.md,,no,,
NONE (unchanged),Overview,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/overview.md,_docs/_user_guide/personalization_and_dynamic_content/overview.md,,no,,
NONE (unchanged),Create codes,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/promotion_codes/create.md,_docs/_user_guide/personalization_and_dynamic_content/promotion_codes/create.md,,no,,
NONE (unchanged),Using codes,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/promotion_codes/manage.md,_docs/_user_guide/personalization_and_dynamic_content/promotion_codes/manage.md,,no,,
NONE (unchanged),Migrate from data feeds,,Not started,none,,_docs/_user_guide/personalization_and_dynamic_content/promotion_codes/migrating_from_data_feeds.md,_docs/_user_guide/personalization_and_dynamic_content/promotion_codes/migrating_from_data_feeds.md,,no,,
NONE (unchanged),Privacy portal,,Not started,none,,_docs/_user_guide/privacy_portal.md,_docs/_user_guide/privacy_portal.md,,no,,
